URL,Status Code,Response Message,Domain Status,Expiration Date,For Sale,Response Time
https://www.loewshotels.com/hollywood-hotel,200.0,OK,Fresh,2024-10-02 04:00:00,No,0.967753
https://www.luxehotels.com/hotels/sunset,200.0,OK,Fresh,2024-12-02 05:00:00,No,1.646259
http://rb.shadehotel.com/,200.0,OK,Fresh,2024-05-26 22:00:48,No,1.661258
http://www.thesanvicenteinn.com/,200.0,OK,Fresh,2025-08-30 19:15:38,No,2.003895
https://www.hilton.com/en/hotels/laxrehw-homewood-suites-los-angeles-redondo-beach,403.0,Forbidden,Fresh,2024-11-22 05:00:00,No,0.798734
https://www.marriott.com/hotels/travel/laxeb-the-west-hollywood-edition/?y_source=1_MTIyODA2MDktNDQwLWxvY2F0aW9uLndlYnNpdGU=,200.0,OK,Fresh,2025-01-04 05:00:00,No,0.680733
https://www.hotelerwin.com/,403.0,Forbidden,Fresh,2025-10-10 23:18:59,No,1.366578
https://www.marriott.com/hotels/travel/laxri-residence-inn-los-angeles-la-live/?y_source=1_MTYzOTU2NS00NDAtbG9jYXRpb24ud2Vic2l0ZQ==,200.0,OK,Fresh,2025-01-04 05:00:00,No,1.585021
https://www.thelinehotel.com/los-angeles,200.0,OK,Fresh,2027-04-11 16:51:04,No,3.480624
https://www.thenomadhotel.com/los-angeles,200.0,OK,Fresh,2026-05-06 16:41:57,No,1.822187
https://www.properhotel.com/santa-monica,200.0,OK,Fresh,2025-09-10 11:28:03,No,2.991728
https://waldorfastoria3.hilton.com/en/hotels/california/waldorf-astoria-beverly-hills-LAXWAWA/index.html,403.0,Forbidden,Fresh,2024-11-22 05:00:00,No,0.745999
http://www.acehotel.com/,403.0,Forbidden,Fresh,2024-03-18 11:51:27,No,2.858423
https://www.ihg.com/intercontinental/hotels/us/en/los-angeles/laxhc/hoteldetail,200.0,OK,Fresh,2024-05-03 04:00:00,No,0.753528
http://www.beverlyhillsplazahotel.com/,200.0,OK,Fresh,2026-03-04 19:47:25,No,2.695464
https://www.marriott.com/hotels/travel/laxjw-jw-marriott-los-angeles-la-live/?y_source=1_MjkyMTMzOC00NDAtbG9jYXRpb24ud2Vic2l0ZQ==,200.0,OK,Fresh,2025-01-04 05:00:00,No,2.453049
http://thefreehand.com/losangeles,404.0,Not Found,Fresh,2024-07-20 18:27:19,No,0.736681
https://www.hilton.com/en/hotels/laxbhhh-the-beverly-hilton,403.0,Forbidden,Fresh,2024-11-22 05:00:00,No,0.845835
http://www.petitermitage.com/,200.0,OK,Fresh,2024-12-11 22:32:43,No,1.134745
https://www.lapeerhotel.com/,200.0,OK,Fresh,2024-06-18 16:07:02,No,1.454368
http://www.thehollywoodroosevelt.com/,403.0,Forbidden,Fresh,2025-01-14 19:40:47,No,0.722866
https://mamashelter.com/los-angeles/?y_source=1_MTUzNjEzMjEtNDQwLWxvY2F0aW9uLndlYnNpdGU=,200.0,OK,Fresh,2025-01-26 16:50:30,No,0.722509
https://www.sbe.com/hotels/mondrian/los-angeles?y_source=1_MTUzNjE5NzctNDQwLWxvY2F0aW9uLndlYnNpdGU=,403.0,Forbidden,Fresh,2026-08-09 10:33:02,No,1.218182
http://www.viceroyhotelsandresorts.com/en/beverlyhills,200.0,OK,Fresh,2025-01-23 20:05:09,No,2.154496
http://www.thelondonwesthollywood.com/,200.0,OK,Fresh,2024-09-26 19:15:28,No,1.115984
https://sunsetmarquis.com/,200.0,OK,Fresh,2024-12-02 05:00:00,No,6.789197
http://www.hotelcasadelmar.com/,200.0,OK,Fresh,2024-03-22 04:00:00,No,1.19267
https://www.marriott.com/hotels/travel/laxls-sls-hotel-a-luxury-collection-hotel-beverly-hills/?y_source=1_MTUwMjczMC00NDAtbG9jYXRpb24ud2Vic2l0ZQ==,200.0,OK,Fresh,2025-01-04 05:00:00,No,0.683112
http://www.chateaumarmont.com/,200.0,OK,Fresh,2026-09-09 04:00:00,No,1.007894
http://bit.ly/wWpDIs,200.0,OK,Fresh,2032-05-17 22:00:00,No,1.047875
https://www.dorchestercollection.com/en/los-angeles/hotel-bel-air/spa,200.0,OK,Fresh,2024-12-23 10:37:56,No,2.161808
http://www.peninsula.com/beverlyhills,200.0,OK,Fresh,2029-06-28 04:00:00,No,0.980743
http://www.beverlyhillshotel.com/,200.0,OK,Fresh,2024-07-10 04:00:00,No,1.282876
http://www.fourseasons.com/losangeles,200.0,OK,Fresh,2025-02-04 05:00:00,No,1.067263
http://www.fourseasons.com/,200.0,OK,Fresh,2025-02-04 05:00:00,No,0.679921
